user_id,name,email,phone,signup_date,platform,region,user_type
U01473,Kenneth Green,kenneth.green1473@fooddash.com,+14024307179,2023-02-08,web,us_west,casual
U01474,Rebecca Thomas,rebecca.thomas1474@fooddash.com,+13278596473,2023-05-13,android,us_west,new
U01475,Robert Torres,robert.torres1475@fooddash.com,+12181077963,2024-12-09,android,us_east,casual
U01476,John Morgan,john.morgan1476@fooddash.com,+17401656328,2023-09-20,android,us_east,new
U01477,Rebecca Castillo,rebecca.castillo1477@fooddash.com,+15085608257,2023-09-04,android,us_west,returning
U01478,Kenneth Murphy,kenneth.murphy1478@fooddash.com,+18271789750,2023-11-02,ios,asia,returning
U01479,Samuel Thomas,samuel.thomas1479@fooddash.com,+15822723751,2023-01-23,ios,eu,new
U01480,Carol Ruiz,carol.ruiz1480@fooddash.com,+19418309538,2023-06-25,ios,us_east,casual
U01481,Melissa Morgan,melissa.morgan1481@fooddash.com,+12051880652,2023-07-21,web,us_east,new
U01482,Joshua Martinez,joshua.martinez1482@fooddash.com,+14706525223,2024-06-18,android,eu,new
U01483,Lisa Moore,lisa.moore1483@fooddash.com,+17978729158,2023-04-04,ios,asia,power
U01484,Edward Brooks,edward.brooks1484@fooddash.com,+16573053083,2024-02-10,android,us_west,power
U01485,Emily Adams,emily.adams1485@fooddash.com,+19919098468,2023-06-25,ios,eu,power
U01486,Dorothy Bailey,dorothy.bailey1486@fooddash.com,+14484454281,2024-06-23,ios,asia,new
U01487,Mary Bennett,mary.bennett1487@fooddash.com,+14218854260,2024-09-27,ios,us_west,returning
U01488,Emma Ross,emma.ross1488@fooddash.com,+17409622269,2024-10-28,ios,asia,power
U01489,Katherine Martin,katherine.martin1489@fooddash.com,+17162772688,2024-12-11,ios,asia,returning
U01490,Laura Richardson,laura.richardson1490@fooddash.com,+17254406122,2024-08-28,ios,us_east,returning
U01491,Debra Flores,debra.flores1491@fooddash.com,+17912712355,2023-04-25,android,us_east,new
U01492,Robert Collins,robert.collins1492@fooddash.com,+13915475434,2023-01-23,android,us_west,returning
U01493,Jessica Peterson,jessica.peterson1493@fooddash.com,+12866946295,2023-12-02,ios,us_east,returning
U01494,Kevin Miller,kevin.miller1494@fooddash.com,+16515573282,2023-10-15,ios,us_west,power
U01495,Jason Harris,jason.harris1495@fooddash.com,+15014178437,2023-11-09,ios,us_east,returning
U01496,Eric Parker,eric.parker1496@fooddash.com,+13111836704,2024-05-17,ios,us_east,new
U01497,John Kelly,john.kelly1497@fooddash.com,+14725005847,2023-02-21,android,us_east,casual
U01498,Rachel Alvarez,rachel.alvarez1498@fooddash.com,+16147575126,2023-11-02,ios,eu,casual
U01499,Paul Murphy,paul.murphy1499@fooddash.com,+14103869392,2024-09-02,ios,us_west,power
U01500,Andrew Sanders,andrew.sanders1500@fooddash.com,+12032581127,2023-05-24,android,eu,returning
U01501,Michelle Ruiz,michelle.ruiz1501@fooddash.com,+14443856028,2023-09-02,android,us_east,returning
U01502,Ryan Jackson,ryan.jackson1502@fooddash.com,+12138962478,2023-11-29,ios,us_east,new
U01503,Elizabeth Perez,elizabeth.perez1503@fooddash.com,+18951163307,2024-04-06,ios,us_west,new
U01504,Ashley Stewart,ashley.stewart1504@fooddash.com,+13121757936,2024-09-28,ios,eu,new
U01505,Sandra Ortiz,sandra.ortiz1505@fooddash.com,+17153806907,2024-08-09,ios,us_east,returning
U01506,Jack Nelson,jack.nelson1506@fooddash.com,+16639231939,2024-07-24,ios,us_west,power
U01507,Steven Campbell,steven.campbell1507@fooddash.com,+16691227516,2024-10-04,ios,eu,casual
U01508,Raymond Kim,raymond.kim1508@fooddash.com,+16952891816,2023-07-29,android,eu,new
U01509,Edward Lewis,edward.lewis1509@fooddash.com,+18753376209,2023-10-05,android,us_east,power
U01510,Sharon Campbell,sharon.campbell1510@fooddash.com,+14112497768,2023-05-31,web,us_east,new
U01511,Emily Watson,emily.watson1511@fooddash.com,+18958537488,2024-11-11,android,us_east,power
U01512,Kevin Gomez,kevin.gomez1512@fooddash.com,+18038001036,2023-08-03,ios,us_east,returning
U01513,Amanda Ward,amanda.ward1513@fooddash.com,+13258272245,2024-09-09,android,asia,power
U01514,Andrew Anderson,andrew.anderson1514@fooddash.com,+12089370606,2024-06-16,ios,eu,returning
U01515,Donna Richardson,donna.richardson1515@fooddash.com,+17713728089,2023-08-24,android,us_east,new
U01516,Ryan Garcia,ryan.garcia1516@fooddash.com,+14225748242,2024-10-03,android,us_east,returning
U01517,Sharon Rivera,sharon.rivera1517@fooddash.com,+18761010766,2023-02-08,ios,us_east,new
U01518,Nicholas Bennett,nicholas.bennett1518@fooddash.com,+19873601089,2023-03-08,android,us_east,power
U01519,Sharon Howard,sharon.howard1519@fooddash.com,+12825878848,2023-06-19,ios,asia,new
U01520,Gregory Brooks,gregory.brooks1520@fooddash.com,+15958089435,2023-11-07,web,us_east,new
U01521,Joshua Kim,joshua.kim1521@fooddash.com,+15183907524,2024-03-13,ios,asia,power
U01522,Sarah Mendoza,sarah.mendoza1522@fooddash.com,+19864347166,2023-07-14,ios,us_west,returning
U01523,William Hill,william.hill1523@fooddash.com,+17808736886,2024-02-28,ios,eu,power
U01524,Richard Moore,richard.moore1524@fooddash.com,+17398413874,2024-06-23,ios,asia,power
U01525,Cynthia Rivera,cynthia.rivera1525@fooddash.com,+16378827453,2023-11-23,web,us_west,casual
U01526,Patricia Foster,patricia.foster1526@fooddash.com,+16312483592,2024-08-10,ios,asia,power
U01527,Justin Rogers,justin.rogers1527@fooddash.com,+15823135317,2024-04-27,android,us_west,new
U01528,Ronald Taylor,ronald.taylor1528@fooddash.com,+16121099872,2023-12-26,web,asia,returning
U01529,Michael Hernandez,michael.hernandez1529@fooddash.com,+12565532781,2024-10-06,web,us_east,returning
U01530,Donna Reed,donna.reed1530@fooddash.com,+16936558419,2024-11-02,ios,eu,power
U01531,Jack Alvarez,jack.alvarez1531@fooddash.com,+12544440410,2024-02-05,ios,eu,returning
U01532,Mark Gray,mark.gray1532@fooddash.com,+18553596701,2023-08-22,android,eu,casual
U01533,Gary Richardson,gary.richardson1533@fooddash.com,+19044367185,2023-03-31,ios,us_east,casual
U01534,Eric Gonzalez,eric.gonzalez1534@fooddash.com,+14534427478,2023-03-22,android,eu,returning
U01535,Linda Thomas,linda.thomas1535@fooddash.com,+15077787345,2024-01-11,web,eu,power
U01536,Anna King,anna.king1536@fooddash.com,+18278367376,2024-10-29,android,us_east,new
U01537,Robert White,robert.white1537@fooddash.com,+13455037972,2023-05-13,android,eu,new
U01538,Kathleen Nguyen,kathleen.nguyen1538@fooddash.com,+14962678051,2024-04-02,android,eu,returning
U01539,Rachel Wilson,rachel.wilson1539@fooddash.com,+16757994362,2024-09-23,ios,us_east,returning
U01540,Larry Roberts,larry.roberts1540@fooddash.com,+12116079496,2023-01-27,android,asia,returning
U01541,Jennifer Rivera,jennifer.rivera1541@fooddash.com,+13428850178,2024-11-16,android,us_east,casual
U01542,Dorothy Cook,dorothy.cook1542@fooddash.com,+17154536303,2023-09-28,web,us_west,returning
U01543,Daniel Wood,daniel.wood1543@fooddash.com,+13556903348,2024-05-24,android,us_east,power
U01544,Sarah Scott,sarah.scott1544@fooddash.com,+19806082320,2023-11-02,ios,eu,returning
U01545,Jacob Cox,jacob.cox1545@fooddash.com,+18744026182,2024-03-23,android,us_west,power
U01546,Kimberly Taylor,kimberly.taylor1546@fooddash.com,+19146437103,2024-04-02,web,us_east,returning
U01547,Stephanie Rodriguez,stephanie.rodriguez1547@fooddash.com,+12461495294,2024-10-23,android,us_east,power
U01548,Amy Gray,amy.gray1548@fooddash.com,+16876430103,2024-08-13,ios,eu,casual
U01549,Donald Wilson,donald.wilson1549@fooddash.com,+13787443851,2024-08-10,web,asia,new
U01550,Steven Anderson,steven.anderson1550@fooddash.com,+12382222751,2023-12-09,android,us_west,power
U01551,Daniel Adams,daniel.adams1551@fooddash.com,+13108541520,2023-10-21,ios,us_west,returning
U01552,Betty Allen,betty.allen1552@fooddash.com,+17028340281,2024-06-11,ios,us_east,new
U01553,Shirley Harris,shirley.harris1553@fooddash.com,+12881406730,2024-05-03,web,us_east,new
U01554,Sarah Smith,sarah.smith1554@fooddash.com,+15687845563,2024-03-17,android,us_east,new
U01555,Janet Sanders,janet.sanders1555@fooddash.com,+18579860962,2024-01-21,ios,us_east,power
U01556,Nicholas Rivera,nicholas.rivera1556@fooddash.com,+15653313134,2024-09-14,ios,us_west,returning
U01557,Elizabeth Reed,elizabeth.reed1557@fooddash.com,+12803133934,2024-08-30,android,us_east,returning
U01558,Michael Kim,michael.kim1558@fooddash.com,+17536551912,2023-01-18,ios,asia,casual
U01559,Steven Roberts,steven.roberts1559@fooddash.com,+19207004652,2023-02-22,web,us_east,new
U01560,Jonathan Kelly,jonathan.kelly1560@fooddash.com,+14479686567,2024-04-19,android,us_east,new
U01561,Rachel Anderson,rachel.anderson1561@fooddash.com,+17968901711,2024-12-13,web,eu,new
U01562,Rebecca King,rebecca.king1562@fooddash.com,+14056612670,2024-11-20,android,us_east,returning
U01563,Janet Nelson,janet.nelson1563@fooddash.com,+19752045698,2023-07-03,android,eu,returning
U01564,Brandon Hughes,brandon.hughes1564@fooddash.com,+19831593277,2023-09-26,web,asia,returning
U01565,Brandon Hernandez,brandon.hernandez1565@fooddash.com,+17649032452,2023-04-11,ios,us_east,new
U01566,Nicholas Lewis,nicholas.lewis1566@fooddash.com,+18656876348,2023-12-02,android,eu,casual
U01567,Sandra Williams,sandra.williams1567@fooddash.com,+12561442143,2024-08-23,android,us_east,returning
U01568,Timothy Mendoza,timothy.mendoza1568@fooddash.com,+19001303581,2024-03-05,android,us_east,returning
U01569,Thomas Parker,thomas.parker1569@fooddash.com,+19188161079,2024-03-02,ios,us_west,casual
U01570,Melissa Rivera,melissa.rivera1570@fooddash.com,+13986756692,2023-12-06,web,us_east,new
U01571,Mary Robinson,mary.robinson1571@fooddash.com,+16229996238,2024-03-17,ios,eu,casual
U01572,Ashley Davis,ashley.davis1572@fooddash.com,+12781950506,2023-04-09,ios,us_east,returning
U01573,Nicole Wood,nicole.wood1573@fooddash.com,+14505905871,2023-04-11,android,us_west,new
U01574,Elizabeth Martinez,elizabeth.martinez1574@fooddash.com,+14564453773,2024-01-20,android,eu,casual
U01575,Mark Cruz,mark.cruz1575@fooddash.com,+19306078780,2023-10-13,android,us_east,power
U01576,Shirley Wright,shirley.wright1576@fooddash.com,+15269446412,2023-03-23,ios,asia,power
U01577,Helen Morales,helen.morales1577@fooddash.com,+14862316106,2023-06-08,web,eu,returning
U01578,Michelle Patel,michelle.patel1578@fooddash.com,+17664536127,2023-04-06,ios,eu,new
U01579,Donald Hughes,donald.hughes1579@fooddash.com,+16508612879,2023-03-30,ios,eu,new
U01580,Emma Roberts,emma.roberts1580@fooddash.com,+15072417562,2023-02-16,ios,us_west,returning
U01581,Timothy Roberts,timothy.roberts1581@fooddash.com,+16541745169,2023-06-24,ios,us_east,returning
U01582,Michael James,michael.james1582@fooddash.com,+15121525229,2024-02-25,android,asia,casual
U01583,Amanda King,amanda.king1583@fooddash.com,+19714633007,2024-08-11,ios,eu,returning
U01584,Jason Sanders,jason.sanders1584@fooddash.com,+19531958290,2024-09-19,ios,us_east,power
U01585,Gregory Torres,gregory.torres1585@fooddash.com,+17478776282,2023-11-26,android,us_west,returning
U01586,Charles Carter,charles.carter1586@fooddash.com,+16784996784,2023-04-13,web,us_east,power
U01587,Emily Hernandez,emily.hernandez1587@fooddash.com,+14555963118,2023-09-20,android,us_east,new
U01588,Paul James,paul.james1588@fooddash.com,+14561207016,2023-04-07,ios,eu,power
U01589,Daniel Cruz,daniel.cruz1589@fooddash.com,+16731289686,2023-12-08,ios,us_east,returning
U01590,Samantha Bailey,samantha.bailey1590@fooddash.com,+14237855353,2023-02-15,android,us_east,casual
U01591,Stephen Green,stephen.green1591@fooddash.com,+12658389348,2023-05-20,ios,eu,new
U01592,Amy Taylor,amy.taylor1592@fooddash.com,+14323927545,2023-04-25,web,eu,new
U01593,Katherine Jones,katherine.jones1593@fooddash.com,+13889501337,2024-10-30,ios,us_east,returning
U01594,Sandra Davis,sandra.davis1594@fooddash.com,+19315346217,2023-07-19,ios,eu,power
U01595,Anna Alvarez,anna.alvarez1595@fooddash.com,+12454937559,2023-09-29,ios,us_west,new
U01596,Elizabeth Walker,elizabeth.walker1596@fooddash.com,+14086465833,2024-03-19,ios,eu,returning
U01597,Samuel Diaz,samuel.diaz1597@fooddash.com,+14893400475,2023-01-20,ios,eu,returning
U01598,Edward Wood,edward.wood1598@fooddash.com,+15838896784,2023-08-17,android,us_east,new
U01599,Karen Ramos,karen.ramos1599@fooddash.com,+12262782278,2024-04-18,ios,us_east,power
U01600,Jack Rogers,jack.rogers1600@fooddash.com,+17956772247,2023-06-16,ios,us_west,power
U01601,Karen Carter,karen.carter1601@fooddash.com,+19802316088,2023-03-02,web,asia,returning
U01602,Pamela Watson,pamela.watson1602@fooddash.com,+17618014220,2024-02-23,android,eu,returning
U01603,Michael Cox,michael.cox1603@fooddash.com,+16839798778,2024-02-09,ios,us_east,power
U01604,Donna Young,donna.young1604@fooddash.com,+15365078093,2024-09-12,android,us_east,returning
U01605,Catherine Anderson,catherine.anderson1605@fooddash.com,+19095044088,2023-12-12,android,asia,returning
U01606,Dorothy Bailey,dorothy.bailey1606@fooddash.com,+17172282513,2024-12-11,ios,us_west,new
U01607,Rebecca Robinson,rebecca.robinson1607@fooddash.com,+17833101870,2024-02-22,ios,asia,power
U01608,Christine Moore,christine.moore1608@fooddash.com,+18205366756,2024-09-10,ios,us_east,new
U01609,Rebecca Cook,rebecca.cook1609@fooddash.com,+13519291304,2024-05-06,web,us_east,new
U01610,Ryan Johnson,ryan.johnson1610@fooddash.com,+13703026500,2023-11-22,ios,us_west,casual
U01611,Catherine Gonzalez,catherine.gonzalez1611@fooddash.com,+13291571694,2024-10-09,ios,eu,casual
U01612,Thomas Rogers,thomas.rogers1612@fooddash.com,+17427511474,2024-12-03,ios,us_east,power
U01613,Donald Alvarez,donald.alvarez1613@fooddash.com,+15002996986,2023-09-19,web,asia,returning
U01614,Brandon Wilson,brandon.wilson1614@fooddash.com,+19391758962,2023-02-27,android,us_east,returning
U01615,Edward Watson,edward.watson1615@fooddash.com,+16608309667,2023-08-13,android,eu,power
U01616,Patrick Foster,patrick.foster1616@fooddash.com,+18039545877,2023-03-07,ios,us_east,returning
U01617,Gregory Wood,gregory.wood1617@fooddash.com,+16647364849,2023-09-06,ios,us_west,returning
U01618,Richard Robinson,richard.robinson1618@fooddash.com,+15049276091,2023-09-22,ios,us_west,returning
U01619,Angela Diaz,angela.diaz1619@fooddash.com,+14926415686,2023-10-26,ios,us_east,new
U01620,Jack Sanders,jack.sanders1620@fooddash.com,+14158223223,2024-02-08,ios,asia,returning
U01621,Brian Torres,brian.torres1621@fooddash.com,+13692988957,2023-08-12,ios,us_west,casual
U01622,Andrew King,andrew.king1622@fooddash.com,+18202780388,2023-06-29,android,us_east,new
U01623,Angela Long,angela.long1623@fooddash.com,+13721458858,2024-04-09,web,asia,returning
U01624,Matthew Smith,matthew.smith1624@fooddash.com,+17001432471,2023-10-15,ios,asia,returning
U01625,Janet Cruz,janet.cruz1625@fooddash.com,+17333116927,2024-10-07,android,asia,power
U01626,Jessica Cruz,jessica.cruz1626@fooddash.com,+16429275454,2023-07-24,ios,us_east,new
U01627,Christine Anderson,christine.anderson1627@fooddash.com,+15622326525,2024-08-01,android,eu,returning
U01628,Nicholas Nelson,nicholas.nelson1628@fooddash.com,+14828607864,2024-05-04,android,eu,new
U01629,Frank Green,frank.green1629@fooddash.com,+12398270870,2023-03-20,web,eu,returning
U01630,Brenda James,brenda.james1630@fooddash.com,+18411597875,2024-05-07,android,us_east,returning
U01631,Mark Gray,mark.gray1631@fooddash.com,+14005450761,2024-01-01,ios,eu,power
U01632,Andrew Taylor,andrew.taylor1632@fooddash.com,+14032488335,2024-02-06,web,eu,new
U01633,David Morales,david.morales1633@fooddash.com,+17714498837,2024-07-05,ios,us_west,new
U01634,Timothy Watson,timothy.watson1634@fooddash.com,+17974937877,2024-05-10,ios,us_west,casual
U01635,Joshua Robinson,joshua.robinson1635@fooddash.com,+14999137955,2024-01-16,android,us_east,returning
U01636,Kathleen Nguyen,kathleen.nguyen1636@fooddash.com,+12984673044,2023-03-29,web,asia,power
U01637,Rebecca Edwards,rebecca.edwards1637@fooddash.com,+15335150620,2024-05-29,ios,us_east,casual
U01638,Raymond Anderson,raymond.anderson1638@fooddash.com,+15557678830,2024-07-01,ios,asia,power
U01639,Gary Kim,gary.kim1639@fooddash.com,+16214940297,2023-01-23,ios,us_west,casual
U01640,Edward Davis,edward.davis1640@fooddash.com,+17756422262,2023-07-23,android,us_west,power
U01641,Jason Phillips,jason.phillips1641@fooddash.com,+14661916595,2023-07-28,android,us_east,returning
U01642,Jennifer Flores,jennifer.flores1642@fooddash.com,+16587875496,2023-06-21,android,us_east,new
U01643,Benjamin Anderson,benjamin.anderson1643@fooddash.com,+18286531182,2023-04-11,android,us_east,power
U01644,Timothy Lopez,timothy.lopez1644@fooddash.com,+19996591646,2024-12-09,ios,eu,new
U01645,Michael Gutierrez,michael.gutierrez1645@fooddash.com,+14157074992,2024-02-20,ios,us_east,returning
U01646,Carolyn Robinson,carolyn.robinson1646@fooddash.com,+14973707912,2024-12-08,ios,us_west,returning
U01647,Ashley Johnson,ashley.johnson1647@fooddash.com,+12361336020,2024-08-09,web,us_east,returning
U01648,Gary Garcia,gary.garcia1648@fooddash.com,+13605749457,2023-08-23,ios,us_west,power
U01649,John Wright,john.wright1649@fooddash.com,+19673074382,2024-09-23,android,eu,new
U01650,Jack Wright,jack.wright1650@fooddash.com,+12862283911,2023-02-27,android,eu,power
U01651,Robert Johnson,robert.johnson1651@fooddash.com,+19603547579,2023-03-16,android,eu,new
U01652,Nicole Flores,nicole.flores1652@fooddash.com,+15318132878,2024-02-02,android,us_east,returning
U01653,Richard King,richard.king1653@fooddash.com,+18718908785,2023-10-20,ios,us_east,casual
U01654,Brenda Scott,brenda.scott1654@fooddash.com,+16945771825,2024-12-06,android,us_west,returning
U01655,Amy Sanders,amy.sanders1655@fooddash.com,+16037253500,2024-08-15,android,us_east,new
U01656,Patricia Gomez,patricia.gomez1656@fooddash.com,+19894894252,2023-12-14,ios,us_west,returning
U01657,Kevin Jackson,kevin.jackson1657@fooddash.com,+18452403154,2023-03-16,android,us_east,casual
U01658,Emma Young,emma.young1658@fooddash.com,+12853371133,2023-11-10,android,us_west,power
U01659,Larry Ross,larry.ross1659@fooddash.com,+14381988730,2024-08-19,android,us_west,power
U01660,Karen Jones,karen.jones1660@fooddash.com,+15297820513,2024-11-07,ios,eu,power
U01661,Gary Cooper,gary.cooper1661@fooddash.com,+17116251539,2024-05-21,ios,us_west,returning
U01662,Brenda Patel,brenda.patel1662@fooddash.com,+19502366240,2023-03-23,ios,us_east,new
U01663,Mary Lee,mary.lee1663@fooddash.com,+17323038057,2023-05-10,ios,asia,new
U01664,Jason Murphy,jason.murphy1664@fooddash.com,+13749801144,2024-01-14,ios,asia,returning
U01665,Mary Nguyen,mary.nguyen1665@fooddash.com,+13208306131,2023-08-17,android,asia,new
U01666,Carol Ward,carol.ward1666@fooddash.com,+15803784106,2023-04-20,ios,eu,power
U01667,Carolyn Mitchell,carolyn.mitchell1667@fooddash.com,+17315215097,2024-01-02,android,asia,casual
U01668,Patrick Moore,patrick.moore1668@fooddash.com,+13689797610,2024-07-09,web,us_east,returning
U01669,Karen Stewart,karen.stewart1669@fooddash.com,+12681093993,2023-08-31,android,us_east,new
U01670,Ryan Nelson,ryan.nelson1670@fooddash.com,+12962025218,2024-04-30,android,us_east,returning
U01671,Brenda Lewis,brenda.lewis1671@fooddash.com,+15531237053,2023-05-30,ios,eu,casual
U01672,Justin Sanders,justin.sanders1672@fooddash.com,+15137161848,2024-04-30,android,asia,returning
U01673,Samuel James,samuel.james1673@fooddash.com,+14072299833,2024-04-05,ios,eu,new
U01674,Kimberly Reed,kimberly.reed1674@fooddash.com,+13043125741,2024-09-10,android,us_west,returning
U01675,Pamela Foster,pamela.foster1675@fooddash.com,+18065651273,2024-09-19,android,us_west,casual
U01676,Anthony Perez,anthony.perez1676@fooddash.com,+12024889479,2023-06-18,ios,eu,new
U01677,Lisa Stewart,lisa.stewart1677@fooddash.com,+12006424709,2023-03-02,web,us_east,returning
U01678,Jeffrey Diaz,jeffrey.diaz1678@fooddash.com,+18808913629,2023-09-12,ios,eu,new
U01679,Ronald Carter,ronald.carter1679@fooddash.com,+19927468117,2024-07-02,android,us_east,returning
U01680,Shirley Hernandez,shirley.hernandez1680@fooddash.com,+18194588635,2023-05-10,web,eu,power
U01681,Sharon Bailey,sharon.bailey1681@fooddash.com,+16529222404,2024-06-23,android,eu,returning
U01682,Sharon Wood,sharon.wood1682@fooddash.com,+15563986552,2023-01-20,web,asia,power
U01683,Brian Sanders,brian.sanders1683@fooddash.com,+16344586632,2024-04-24,android,asia,casual
U01684,Timothy Mitchell,timothy.mitchell1684@fooddash.com,+13831179053,2023-06-02,ios,us_west,new
U01685,Michelle Nelson,michelle.nelson1685@fooddash.com,+12967188568,2024-12-12,ios,asia,returning
U01686,John Chavez,john.chavez1686@fooddash.com,+14819031838,2023-11-06,ios,eu,new
U01687,Benjamin Davis,benjamin.davis1687@fooddash.com,+17851510471,2024-11-01,android,us_west,returning
U01688,Ryan Morales,ryan.morales1688@fooddash.com,+13778943146,2024-08-05,web,eu,power
U01689,John Mitchell,john.mitchell1689@fooddash.com,+12293570131,2024-07-02,android,asia,new
U01690,Rebecca Thomas,rebecca.thomas1690@fooddash.com,+12578438648,2024-05-10,android,us_east,casual
U01691,Emily Harris,emily.harris1691@fooddash.com,+18701279750,2023-09-16,web,eu,returning
U01692,Alexander Perez,alexander.perez1692@fooddash.com,+18007144765,2024-02-06,ios,eu,returning
U01693,Christine Bennett,christine.bennett1693@fooddash.com,+12622089762,2023-05-30,web,us_west,power
U01694,William Thompson,william.thompson1694@fooddash.com,+16541746727,2023-08-03,android,eu,returning
U01695,Samantha Myers,samantha.myers1695@fooddash.com,+12036220474,2023-08-01,android,us_east,returning
U01696,Rachel Lopez,rachel.lopez1696@fooddash.com,+17798767941,2023-03-10,ios,us_east,power
U01697,Nancy Green,nancy.green1697@fooddash.com,+18051337345,2024-08-18,ios,us_east,returning
U01698,Ryan Hernandez,ryan.hernandez1698@fooddash.com,+19415139478,2023-08-28,web,us_west,casual
U01699,Matthew Myers,matthew.myers1699@fooddash.com,+19733226920,2023-08-30,ios,eu,new
U01700,Sarah Reed,sarah.reed1700@fooddash.com,+15237945478,2023-06-25,web,us_east,new
U01701,Donna King,donna.king1701@fooddash.com,+19148375236,2023-07-25,ios,us_east,returning
U01702,Samuel Gutierrez,samuel.gutierrez1702@fooddash.com,+16603860089,2023-01-29,web,us_west,new
U01703,Larry Clark,larry.clark1703@fooddash.com,+19198278852,2023-09-27,android,eu,new
U01704,Amanda Hughes,amanda.hughes1704@fooddash.com,+17155512234,2023-03-12,android,us_east,new
U01705,Kimberly Jones,kimberly.jones1705@fooddash.com,+13189674320,2024-05-26,android,us_west,returning
U01706,Carol Mitchell,carol.mitchell1706@fooddash.com,+17777340280,2024-05-26,android,us_east,power
U01707,Benjamin Rivera,benjamin.rivera1707@fooddash.com,+12083663391,2023-11-24,android,us_east,casual
U01708,Nancy Rivera,nancy.rivera1708@fooddash.com,+15133730418,2023-12-29,android,eu,returning
U01709,Brandon Collins,brandon.collins1709@fooddash.com,+18078297560,2024-07-21,ios,eu,new
U01710,Melissa Kim,melissa.kim1710@fooddash.com,+15459095972,2024-06-11,ios,us_east,casual
U01711,Sandra Ross,sandra.ross1711@fooddash.com,+17192809511,2023-11-23,ios,us_east,returning
U01712,Emma Brown,emma.brown1712@fooddash.com,+13679593363,2023-05-10,web,asia,casual
U01713,Shirley Sanchez,shirley.sanchez1713@fooddash.com,+17813341247,2023-04-11,android,eu,new
U01714,Barbara Flores,barbara.flores1714@fooddash.com,+19843373320,2024-09-14,ios,us_east,returning
U01715,Raymond Jackson,raymond.jackson1715@fooddash.com,+14053886829,2023-08-23,ios,us_east,casual
U01716,Sharon Lopez,sharon.lopez1716@fooddash.com,+19415105930,2023-04-30,android,eu,returning
U01717,Kathleen Lee,kathleen.lee1717@fooddash.com,+15522676269,2024-01-01,android,us_east,new
U01718,Jacob Bennett,jacob.bennett1718@fooddash.com,+15858775970,2024-07-02,ios,asia,returning
U01719,Kenneth Ross,kenneth.ross1719@fooddash.com,+13367708932,2024-08-23,ios,us_east,power
U01720,Jason Kim,jason.kim1720@fooddash.com,+16039960965,2023-02-25,ios,eu,casual
U01721,Patricia Lewis,patricia.lewis1721@fooddash.com,+18233989029,2024-08-19,ios,us_east,returning
U01722,James Ward,james.ward1722@fooddash.com,+18137680364,2024-12-11,ios,us_east,returning
U01723,Jennifer Ramirez,jennifer.ramirez1723@fooddash.com,+15098304810,2023-03-14,ios,eu,returning
U01724,Andrew Flores,andrew.flores1724@fooddash.com,+15969064003,2023-01-28,ios,asia,new
U01725,Ronald Mendoza,ronald.mendoza1725@fooddash.com,+17292785608,2023-12-28,web,us_east,power
U01726,Katherine Phillips,katherine.phillips1726@fooddash.com,+12123699181,2023-09-05,ios,us_west,power
U01727,Mary Morales,mary.morales1727@fooddash.com,+18697739464,2023-11-25,android,us_east,new
U01728,Samantha Anderson,samantha.anderson1728@fooddash.com,+18188554276,2024-01-25,ios,us_west,returning
U01729,Jonathan Campbell,jonathan.campbell1729@fooddash.com,+13144000429,2023-11-26,android,us_east,power
U01730,Karen Smith,karen.smith1730@fooddash.com,+15455325779,2023-06-03,android,us_west,casual
U01731,Sharon Miller,sharon.miller1731@fooddash.com,+16755726375,2023-01-31,ios,us_west,returning
U01732,Scott Mendoza,scott.mendoza1732@fooddash.com,+15785233341,2023-11-27,ios,us_east,power
U01733,Anna Wright,anna.wright1733@fooddash.com,+13835919745,2023-10-05,ios,us_west,new
U01734,John Kim,john.kim1734@fooddash.com,+13146993567,2024-07-22,ios,eu,new
U01735,William Morgan,william.morgan1735@fooddash.com,+12963114845,2024-07-18,ios,us_west,casual
U01736,Brian Collins,brian.collins1736@fooddash.com,+19055095330,2024-10-03,web,asia,power
U01737,Larry Collins,larry.collins1737@fooddash.com,+12412284063,2023-09-11,ios,us_east,casual
U01738,Samantha Gonzalez,samantha.gonzalez1738@fooddash.com,+15919600542,2024-07-17,ios,asia,power
U01739,Jason Phillips,jason.phillips1739@fooddash.com,+12224085839,2024-08-03,ios,eu,casual
U01740,Sharon Anderson,sharon.anderson1740@fooddash.com,+13965378446,2023-08-24,android,us_west,power
U01741,Frank Miller,frank.miller1741@fooddash.com,+15838934254,2023-06-17,android,us_west,power
U01742,Nancy Scott,nancy.scott1742@fooddash.com,+17131767426,2024-04-14,ios,us_east,new
U01743,James Evans,james.evans1743@fooddash.com,+14121314051,2024-08-30,ios,us_east,new
U01744,Scott Brooks,scott.brooks1744@fooddash.com,+15252629867,2023-06-21,ios,eu,new
U01745,Brandon Torres,brandon.torres1745@fooddash.com,+19458728326,2024-04-01,ios,us_west,returning
U01746,Jacob Bailey,jacob.bailey1746@fooddash.com,+12126753758,2023-09-22,ios,eu,new
U01747,Catherine Murphy,catherine.murphy1747@fooddash.com,+14159929511,2024-06-25,ios,us_east,returning
U01748,Raymond Kelly,raymond.kelly1748@fooddash.com,+12809162761,2024-03-11,web,us_east,power
U01749,Shirley Mitchell,shirley.mitchell1749@fooddash.com,+15115895978,2024-08-06,ios,eu,new
U01750,Helen Howard,helen.howard1750@fooddash.com,+13706899311,2024-03-14,ios,asia,new
